Student,Module Code,Mark,Gender,UoN Student Group,Ethnicity
S150541633,CSC8002,74,Female,Not Assigned,White including Another other and Irish
S150541633,CSC8004,80,Female,Not Assigned,White including Another other and Irish
S150541633,CSC8008,84,Female,Not Assigned,White including Another other and Irish
S150541633,CSC8009,73,Female,Not Assigned,White including Another other and Irish
S150541633,CSC8010,81,Female,Not Assigned,White including Another other and Irish
S150541633,CSC8099,60,Female,Not Assigned,White including Another other and Irish
S150568537,CSC8001,94,Male,Not Assigned,White including Another other and Irish
S150568537,CSC8002,81,Male,Not Assigned,White including Another other and Irish
S150568537,CSC8004,84,Male,Not Assigned,White including Another other and Irish
S150568537,CSC8008,83,Male,Not Assigned,White including Another other and Irish
S150568537,CSC8009,88,Male,Not Assigned,White including Another other and Irish
S150568537,CSC8010,94,Male,Not Assigned,White including Another other and Irish
S150568537,CSC8099,82,Male,Not Assigned,White including Another other and Irish
S150588650,CSC8001,0,Male,Not Assigned,White including Another other and Irish
S150588650,CSC8002,0,Male,Not Assigned,White including Another other and Irish
S150588650,CSC8004, ,Male,Not Assigned,White including Another other and Irish
S150588650,CSC8008,0,Male,Not Assigned,White including Another other and Irish
S150588650,CSC8009, ,Male,Not Assigned,White including Another other and Irish
S150588650,CSC8010, ,Male,Not Assigned,White including Another other and Irish
S150588650,CSC8099, ,Male,Not Assigned,White including Another other and Irish
S150601155,CSC8001,75,Male,Not Assigned,White including Another other and Irish
S150601155,CSC8002,72,Male,Not Assigned,White including Another other and Irish
S150601155,CSC8004,82,Male,Not Assigned,White including Another other and Irish
S150601155,CSC8008,78,Male,Not Assigned,White including Another other and Irish
S150601155,CSC8009,68,Male,Not Assigned,White including Another other and Irish
S150601155,CSC8010,88,Male,Not Assigned,White including Another other and Irish
S150601155,CSC8099,69,Male,Not Assigned,White including Another other and Irish
S150605038,CSC8001,51,Male,Not Assigned,Chinese
S150605038,CSC8002,58,Male,Not Assigned,Chinese
S150605038,CSC8004,73,Male,Not Assigned,Chinese
S150605038,CSC8008,63,Male,Not Assigned,Chinese
S150605038,CSC8009,68,Male,Not Assigned,Chinese
S150605038,CSC8010,66,Male,Not Assigned,Chinese
S150605038,CSC8099,71,Male,Not Assigned,Chinese
S150623607,CSC8001,95,Male,Not Assigned,White including Another other and Irish
S150623607,CSC8002,82,Male,Not Assigned,White including Another other and Irish
S150623607,CSC8004,95,Male,Not Assigned,White including Another other and Irish
S150623607,CSC8008,84,Male,Not Assigned,White including Another other and Irish
S150623607,CSC8009,61,Male,Not Assigned,White including Another other and Irish
S150623607,CSC8010,94,Male,Not Assigned,White including Another other and Irish
S150623607,CSC8099,76,Male,Not Assigned,White including Another other and Irish
S150625678,CSC8001,61,Female,Not Assigned,White including Another other and Irish
S150625678,CSC8002,61,Female,Not Assigned,White including Another other and Irish
S150625678,CSC8004,70,Female,Not Assigned,White including Another other and Irish
S150625678,CSC8008,75,Female,Not Assigned,White including Another other and Irish
S150625678,CSC8009,80,Female,Not Assigned,White including Another other and Irish
S150625678,CSC8010,55,Female,Not Assigned,White including Another other and Irish
S150625678,CSC8099,82,Female,Not Assigned,White including Another other and Irish
S150626996,CSC8001,60,Female,Not Assigned,White including Another other and Irish
S150626996,CSC8002,72,Female,Not Assigned,White including Another other and Irish
S150626996,CSC8004,81,Female,Not Assigned,White including Another other and Irish
S150626996,CSC8008,79,Female,Not Assigned,White including Another other and Irish
S150626996,CSC8009,68,Female,Not Assigned,White including Another other and Irish
S150626996,CSC8010,60,Female,Not Assigned,White including Another other and Irish
S150626996,CSC8099,72,Female,Not Assigned,White including Another other and Irish
S150627719,CSC8001,36,Male,Not Assigned,Chinese
S150627719,CSC8002,26,Male,Not Assigned,Chinese
S150627719,CSC8004,42,Male,Not Assigned,Chinese
S150627719,CSC8008,54,Male,Not Assigned,Chinese
S150627719,CSC8009,20,Male,Not Assigned,Chinese
S150627719,CSC8010,50,Male,Not Assigned,Chinese
S150630605,CSC8001,71,Male,Not Assigned,Chinese
S150630605,CSC8002,56,Male,Not Assigned,Chinese
S150630605,CSC8004,83,Male,Not Assigned,Chinese
S150630605,CSC8008,65,Male,Not Assigned,Chinese
S150630605,CSC8009,51,Male,Not Assigned,Chinese
S150630605,CSC8010,73,Male,Not Assigned,Chinese
S150630605,CSC8099,53,Male,Not Assigned,Chinese
S150642505,CSC8001,86,Male,Not Assigned,White including Another other and Irish
S150642505,CSC8002,93,Male,Not Assigned,White including Another other and Irish
S150642505,CSC8004,88,Male,Not Assigned,White including Another other and Irish
S150642505,CSC8008,84,Male,Not Assigned,White including Another other and Irish
S150642505,CSC8009,69,Male,Not Assigned,White including Another other and Irish
S150642505,CSC8010,74,Male,Not Assigned,White including Another other and Irish
S150642505,CSC8099,75,Male,Not Assigned,White including Another other and Irish
S150660831,CSC8001,24,Female,Not Assigned,Asian or Asian British (all)
S150660831,CSC8002,22,Female,Not Assigned,Asian or Asian British (all)
S150660831,CSC8004,57,Female,Not Assigned,Asian or Asian British (all)
S150660831,CSC8008,64,Female,Not Assigned,Asian or Asian British (all)
S150660831,CSC8009,65,Female,Not Assigned,Asian or Asian British (all)
S150660831,CSC8010,40,Female,Not Assigned,Asian or Asian British (all)
S150660831,CSC8099, ,Female,Not Assigned,Asian or Asian British (all)
S150661414,CSC8001,81,Male,Not Assigned,White including Another other and Irish
S150661414,CSC8002,74,Male,Not Assigned,White including Another other and Irish
S150661414,CSC8004,75,Male,Not Assigned,White including Another other and Irish
S150661414,CSC8008,72,Male,Not Assigned,White including Another other and Irish
S150661414,CSC8009,54,Male,Not Assigned,White including Another other and Irish
S150661414,CSC8010,60,Male,Not Assigned,White including Another other and Irish
S150661414,CSC8099,63,Male,Not Assigned,White including Another other and Irish
S150676854,CSC8001,91,Female,Not Assigned,White including Another other and Irish
S150676854,CSC8002,91,Female,Not Assigned,White including Another other and Irish
S150676854,CSC8004,90,Female,Not Assigned,White including Another other and Irish
S150676854,CSC8008,88,Female,Not Assigned,White including Another other and Irish
S150676854,CSC8009,86,Female,Not Assigned,White including Another other and Irish
S150676854,CSC8010,92,Female,Not Assigned,White including Another other and Irish
S150676854,CSC8099,65,Female,Not Assigned,White including Another other and Irish
S150682084,CSC8001,91,Female,Not Assigned,Other Asian
S150682084,CSC8002,96,Female,Not Assigned,Other Asian
S150682084,CSC8004,86,Female,Not Assigned,Other Asian
S150682084,CSC8008,82,Female,Not Assigned,Other Asian
S150682084,CSC8009,68,Female,Not Assigned,Other Asian
S150682084,CSC8010,90,Female,Not Assigned,Other Asian
S150682084,CSC8099,80,Female,Not Assigned,Other Asian
S013064743,CSC8004,92,Female,Not Assigned,White including Another other and Irish
S013064743,CSC8008,90,Female,Not Assigned,White including Another other and Irish
S013064743,CSC8099,75,Female,Not Assigned,White including Another other and Irish
S082479851,CSC8001,56,Male,Not Assigned,White including Another other and Irish
S082479851,CSC8002,64,Male,Not Assigned,White including Another other and Irish
S082479851,CSC8009,69,Male,Not Assigned,White including Another other and Irish
S082479851,CSC8010,46,Male,Not Assigned,White including Another other and Irish
S110254425,CSC8001,83,Male,Not Assigned,White including Another other and Irish
S110254425,CSC8002,76,Male,Not Assigned,White including Another other and Irish
S110254425,CSC8009,72,Male,Not Assigned,White including Another other and Irish
S110254425,CSC8010,89,Male,Not Assigned,White including Another other and Irish
S130003355,CSC8004,55,Male,Not Assigned,Asian or Asian British (all)
S130003355,CSC8008,63,Male,Not Assigned,Asian or Asian British (all)
S140108152,CSC8008, ,Male,Not Assigned,Black or Black British - Caribbean
S140108152,CSC8009, ,Male,Not Assigned,Black or Black British - Caribbean
S140650329,CSC8004,77,Female,Not Assigned,White including Another other and Irish
S140650329,CSC8008,84,Female,Not Assigned,White including Another other and Irish
S140650329,CSC8099,70,Female,Not Assigned,White including Another other and Irish
S150169781,CSC8001,83,Male,Not Assigned,White including Another other and Irish
S150169781,CSC8002,87,Male,Not Assigned,White including Another other and Irish
S150169781,CSC8009,80,Male,Not Assigned,White including Another other and Irish
S150169781,CSC8010,89,Male,Not Assigned,White including Another other and Irish
S150614432,CSC8001, ,Male,Not Assigned,White including Another other and Irish
S150614432,CSC8002, ,Male,Not Assigned,White including Another other and Irish
S150614432,CSC8009, ,Male,Not Assigned,White including Another other and Irish
S150614432,CSC8010, ,Male,Not Assigned,White including Another other and Irish
S150637165,CSC8001,88,Male,Not Assigned,Asian or Asian British (all)
S150637165,CSC8002,96,Male,Not Assigned,Asian or Asian British (all)
S150637165,CSC8009,77,Male,Not Assigned,Asian or Asian British (all)
S150637165,CSC8010,82,Male,Not Assigned,Asian or Asian British (all)
S150648471,CSC8001,89,Male,Not Assigned,White including Another other and Irish
S150648471,CSC8002,91,Male,Not Assigned,White including Another other and Irish
S150648471,CSC8009,87,Male,Not Assigned,White including Another other and Irish
S150648471,CSC8010,95,Male,Not Assigned,White including Another other and Irish
S160038185,CSC8001,28,Female,Not Assigned,White including Another other and Irish
S160038185,CSC8002, ,Female,Not Assigned,White including Another other and Irish
S160038185,CSC8009, ,Female,Not Assigned,White including Another other and Irish
S160038185,CSC8010,60,Female,Not Assigned,White including Another other and Irish
S160038185,CSC8099, ,Female,Not Assigned,White including Another other and Irish
S130608482,CSC8101,85,Male,Not Assigned,Black or Black British - African
S130608482,CSC8102,62,Male,Not Assigned,Black or Black British - African
S130608482,CSC8103,58,Male,Not Assigned,Black or Black British - African
S130608482,CSC8104,78,Male,Not Assigned,Black or Black British - African
S130608482,CSC8109,67,Male,Not Assigned,Black or Black British - African
S130608482,CSC8110,80,Male,Not Assigned,Black or Black British - African
S130608482,CSC8202,71,Male,Not Assigned,Black or Black British - African
S130608482,CSC8205,82,Male,Not Assigned,Black or Black British - African
S130608482,CSC8404,61,Male,Not Assigned,Black or Black British - African
S140555105,CSC8101,68,Male,Not Assigned,Asian or Asian British (all)
S140555105,CSC8102,51,Male,Not Assigned,Asian or Asian British (all)
S140555105,CSC8103,50,Male,Not Assigned,Asian or Asian British (all)
S140555105,CSC8104,55,Male,Not Assigned,Asian or Asian British (all)
S140555105,CSC8109,67,Male,Not Assigned,Asian or Asian British (all)
S140555105,CSC8110,69,Male,Not Assigned,Asian or Asian British (all)
S140555105,CSC8202,59,Male,Not Assigned,Asian or Asian British (all)
S140555105,CSC8205,60,Male,Not Assigned,Asian or Asian British (all)
S140555105,CSC8404,52,Male,Not Assigned,Asian or Asian British (all)
S150503893,CSC8101,58,Male,Not Assigned,Chinese
S150503893,CSC8103,59,Male,Not Assigned,Chinese
S150503893,CSC8104,54,Male,Not Assigned,Chinese
S150503893,CSC8106,65,Male,Not Assigned,Chinese
S150503893,CSC8109,67,Male,Not Assigned,Chinese
S150503893,CSC8110,64,Male,Not Assigned,Chinese
S150503893,CSC8111,62,Male,Not Assigned,Chinese
S150503893,CSC8205,64,Male,Not Assigned,Chinese
S150503893,CSC8404,60,Male,Not Assigned,Chinese
S150573977,CSC8101,69,Male,Not Assigned,Chinese
S150573977,CSC8103,56,Male,Not Assigned,Chinese
S150573977,CSC8104,58,Male,Not Assigned,Chinese
S150573977,CSC8106,61,Male,Not Assigned,Chinese
S150573977,CSC8109,67,Male,Not Assigned,Chinese
S150573977,CSC8110,70,Male,Not Assigned,Chinese
S150573977,CSC8111,38,Male,Not Assigned,Chinese
S150573977,CSC8205,73,Male,Not Assigned,Chinese
S150573977,CSC8404,60,Male,Not Assigned,Chinese
S150584939,CSC8101,65,Male,Not Assigned,White including Another other and Irish
S150584939,CSC8103,58,Male,Not Assigned,White including Another other and Irish
S150584939,CSC8104,76,Male,Not Assigned,White including Another other and Irish
S150584939,CSC8106,61,Male,Not Assigned,White including Another other and Irish
S150584939,CSC8109,67,Male,Not Assigned,White including Another other and Irish
S150584939,CSC8110,68,Male,Not Assigned,White including Another other and Irish
S150584939,CSC8111,25,Male,Not Assigned,White including Another other and Irish
S150584939,CSC8205,60,Male,Not Assigned,White including Another other and Irish
S150584939,CSC8404,67,Male,Not Assigned,White including Another other and Irish
S140521096,CSC8110,80,Female,Not Assigned,White including Another other and Irish
S140521096,CSC8111,56,Female,Not Assigned,White including Another other and Irish
S140521096,CSC8205,76,Female,Not Assigned,White including Another other and Irish
S069157222,CSC8102,70,Male,Not Assigned,Arab
S069157222,CSC8105,56,Male,Not Assigned,Arab
S069157222,CSC8201,71,Male,Not Assigned,Arab
S069157222,CSC8202,84,Male,Not Assigned,Arab
S069157222,CSC8203,50,Male,Not Assigned,Arab
S069157222,CSC8204,65,Male,Not Assigned,Arab
S069157222,CSC8205,77,Male,Not Assigned,Arab
S069157222,CSC8206,73,Male,Not Assigned,Arab
S069157222,CSC8404,72,Male,Not Assigned,Arab
S108520660,CSC8102,63,Male,Not Assigned,Refused
S108520660,CSC8105,65,Male,Not Assigned,Refused
S108520660,CSC8201,70,Male,Not Assigned,Refused
S108520660,CSC8202,61,Male,Not Assigned,Refused
S108520660,CSC8203,70,Male,Not Assigned,Refused
